portal	module	page	action	crud	source	identifier
商户后台	设置 / 店铺配置	店铺配置	资料更新	U	菜单权限	merchantUpdate
商户后台	设置 / 开放账户	开放账户	列表	R	菜单权限	merchantOpenapiLst
商户后台	设置 / 开放账户	开放账户	添加	C	菜单权限	merchantOpenapiCreate
商户后台	设置 / 开放账户	开放账户	编辑	U	菜单权限	merchantOpenapiUpdate
商户后台	设置 / 开放账户	开放账户	修改状态	U	菜单权限	merchantOpenapiStatus
商户后台	设置 / 开放账户	开放账户	删除	D	菜单权限	merchantOpenapiDeleta
商户后台	设置 / 开放账户	开放账户	查看	R	菜单权限	merchantOpenapiGetSecretKey
商户后台	设置 / 开放账户	开放账户	重置	O	菜单权限	merchantOpenapiSetSecretKey
商户后台	设置 / 快递配送	快递配送	(页面入口)	R	待补	
商户后台	设置 / 快递配送 / 物流公司	物流公司	列表	R	菜单权限	merchantServeExportLst
商户后台	设置 / 快递配送 / 物流公司	物流公司	月结账号编辑	U	菜单权限	merchantExpressPratnerUpdate
商户后台	设置 / 快递配送 / 物流公司	物流公司	修改状态	U	菜单权限	merchantExpressChangeMerStatus
商户后台	设置 / 快递配送 / 运费模板	运费模板	添加 	C	菜单权限	merchantStoreShippingTemplateCreate
商户后台	设置 / 快递配送 / 运费模板	运费模板	编辑	U	菜单权限	merchantStoreShippingTemplateUpdate
商户后台	设置 / 快递配送 / 运费模板	运费模板	详情	R	菜单权限	merchantStoreShippingTemplateDetail
商户后台	设置 / 快递配送 / 运费模板	运费模板	删除	D	菜单权限	merchantStoreShippingTemplateDelete
商户后台	设置 / 快递配送 / 运费模板	运费模板	设置默认模板	U	菜单权限	merchantStoreShippingTemplateSetDefault
商户后台	设置 / 打印配置	打印配置	所有数据	R	路由	merchantStatisticsMain
商户后台	设置 / 打印配置	打印配置	支付订单	R	路由	merchantStatisticsOrder
商户后台	设置 / 打印配置	打印配置	成交客户	R	路由	merchantStatisticsUser
商户后台	设置 / 打印配置	打印配置	成交客户比	R	路由	merchantStatisticsUserRate
商户后台	设置 / 打印配置	打印配置	商品支付排行	R	路由	merchantStatisticsProduct
商户后台	设置 / 打印配置	打印配置	商品访问排行	R	路由	merchantStatisticsProductVisit
商户后台	设置 / 打印配置	打印配置	商品加购排行	R	路由	merchantStatisticsProductCart
商户后台	设置 / 打印配置	打印配置	首页未处理业务统计	R	路由	merchantStatisticsMerchantCount
商户后台	设置 / 打印配置 / 小票打印	小票打印	获取配置内容	RU	菜单权限	merchantStorePrinterGetContent
商户后台	设置 / 打印配置 / 小票打印	小票打印	列表	R	菜单权限	merchantStorePrinterLst
商户后台	设置 / 打印配置 / 小票打印	小票打印	添加	C	菜单权限	merchantStorePrinterCreate
商户后台	设置 / 打印配置 / 小票打印	小票打印	编辑	U	菜单权限	merchantStorePrinterUpdate
商户后台	设置 / 打印配置 / 小票打印	小票打印	取消	UD	菜单权限	merchantStorePrinterStatus
商户后台	设置 / 打印配置 / 小票打印	小票打印	删除	D	菜单权限	merchantStorePrinterDelete
商户后台	设置 / 打印配置 / 小票打印	小票打印	保存配置内容	CU	菜单权限	merchantStorePrinterSetContent
商户后台	设置 / 打印配置 / 打印配置	打印配置	(页面入口)	R	待补	
商户后台	设置 / 权限管理	权限管理	一键换色	R	路由	merchantGetChangeColor
商户后台	设置 / 权限管理 / 操作日志	操作日志	操作日志	R	路由	merchantAdminLog
商户后台	设置 / 权限管理 / 操作日志	操作日志	修改信息表单	U	路由	merchantAdminEditForm
商户后台	设置 / 权限管理 / 操作日志	操作日志	修改信息	U	路由	merchantAdminEdit
商户后台	设置 / 权限管理 / 操作日志	操作日志	修改密码表单	U	路由	merchantAdminEditPasswordForm
商户后台	设置 / 权限管理 / 管理员管理	管理员管理	列表	R	菜单权限	merchantAdminLst
商户后台	设置 / 权限管理 / 管理员管理	管理员管理	修改状态	U	菜单权限	merchantAdminStatus
商户后台	设置 / 权限管理 / 管理员管理	管理员管理	添加	C	菜单权限	merchantAdminCreate
商户后台	设置 / 权限管理 / 管理员管理	管理员管理	编辑	U	菜单权限	merchantAdminUpdate
商户后台	设置 / 权限管理 / 管理员管理	管理员管理	修改密码	U	菜单权限	merchantAdminPassword
商户后台	设置 / 权限管理 / 管理员管理	管理员管理	删除	D	菜单权限	merchantAdminDelete
商户后台	设置 / 权限管理 / 身份管理	身份管理	修改状态	U	路由	merchantRoleStatus
商户后台	设置 / 权限管理 / 身份管理	身份管理	删除	D	路由	merchantRoleDelete
商户后台	设置 / 权限管理 / 身份管理	身份管理	列表	R	路由	merchantAdminLst
商户后台	设置 / 权限管理 / 身份管理	身份管理	修改状态	U	路由	merchantAdminStatus
商户后台	设置 / 权限管理 / 身份管理	身份管理	添加	C	路由	merchantAdminCreate
商户后台	设置 / 权限管理 / 身份管理	身份管理	添加表单	C	路由	merchantAdminCreateForm
商户后台	设置 / 权限管理 / 身份管理	身份管理	编辑	U	路由	merchantAdminUpdate
商户后台	设置 / 权限管理 / 身份管理	身份管理	编辑表单	U	路由	merchantAdminUpdateForm
商户后台	设置 / 权限管理 / 身份管理	身份管理	修改密码	U	路由	merchantAdminPassword
商户后台	设置 / 权限管理 / 身份管理	身份管理	修改密码表单	U	路由	merchantAdminPasswordForm
商户后台	财务	财务	收款方式	C	路由	merchantFinancialAccountSave
商户后台	财务	财务	转账记录	R	路由	merchantFinancialLst
商户后台	财务	财务	详情	R	路由	merchantFinancialDetail
商户后台	财务	财务	申请表单	C	路由	merchantFinancialCreateForm
商户后台	财务	财务	申请	C	路由	merchantFinancialCreateSave
商户后台	财务	财务	删除	D	路由	merchantFinancialDelete
商户后台	财务	财务	备注表单	R	路由	merchantFinancialMarkForm
商户后台	财务	财务	备注	C	路由	merchantFinancialMark
商户后台	财务 / 分账管理	分账管理	列表	R	菜单权限	merchantOrderProfitsharingLst
商户后台	财务 / 分账管理	分账管理	导出	R	菜单权限	merchantOrderProfitsharingExport
商户后台	财务 / 分账管理	分账管理	导出列表	R	菜单权限	merchantStoreExcelLst
商户后台	财务 / 分账管理	分账管理	导出下载	R	菜单权限	merchantStoreExcelDownload
商户后台	财务 / 发票管理	发票管理	列表	R	菜单权限	merchantOrderReceiptLst
商户后台	财务 / 发票管理	发票管理	详情	R	菜单权限	merchantOrderReceiptDetail
商户后台	财务 / 发票管理	发票管理	开发票	O	菜单权限	merchantOrderReceiptSetRecipt
商户后台	财务 / 发票管理	发票管理	保存发票	C	菜单权限	merchantOrderReceiptSave
商户后台	财务 / 发票管理	发票管理	备注	U	菜单权限	merchantOrderReceiptMark
商户后台	财务 / 发票管理	发票管理	编辑	U	菜单权限	merchantOrderReceiptUpdate
商户后台	财务 / 收款方式	收款方式	收款方式	C	菜单权限	merchantFinancialAccountSave
商户后台	财务 / 申请分账商户	申请分账商户	申请	C	菜单权限	merchantApplymentsCreate
商户后台	财务 / 申请分账商户	申请分账商户	详情	R	菜单权限	merchantApplymentsDetail
商户后台	财务 / 申请分账商户	申请分账商户	编辑	U	菜单权限	merchantApplymentsUpdate
商户后台	财务 / 申请分账商户	申请分账商户	上传图片	C	菜单权限	merchantApplymentsUpload
商户后台	财务 / 申请分账商户	申请分账商户	上传视频	C	菜单权限	merchantApplymentsUploadVideo
商户后台	财务 / 账单管理	账单管理	列表	R	菜单权限	merchantFinanciaRecordlLst
商户后台	财务 / 账单管理	账单管理	统计	R	菜单权限	merchantFinancialTitle
商户后台	财务 / 账单管理	账单管理	详情	R	菜单权限	merchantFinancialRecordDetail
商户后台	财务 / 账单管理	账单管理	导出	R	菜单权限	merchantFinancialRecordDetailExport
商户后台	财务 / 账单管理	账单管理	导出列表	R	菜单权限	merchantStoreExcelLst
商户后台	财务 / 账单管理	账单管理	导出下载	R	菜单权限	merchantStoreExcelDownload
商户后台	财务 / 资金流水	资金流水	列表	R	菜单权限	merchantFinancialRecordList
商户后台	财务 / 资金流水	资金流水	导出	R	菜单权限	merchantFinancialRecordExport
商户后台	财务 / 资金流水	资金流水	统计	R	菜单权限	merchantFinancialCount
商户后台	财务 / 资金流水	资金流水	导出列表	R	菜单权限	merchantStoreExcelLst
商户后台	财务 / 资金流水	资金流水	导出下载	R	菜单权限	merchantStoreExcelDownload
商户后台	财务 / 转账记录	转账记录	列表	R	菜单权限	merchantFinancialRefundMargin
商户后台	财务 / 转账记录	转账记录	转账记录	R	菜单权限	merchantFinancialLst
商户后台	财务 / 转账记录	转账记录	详情	R	菜单权限	merchantFinancialDetail
商户后台	财务 / 转账记录	转账记录	申请	C	菜单权限	merchantFinancialCreateSave
商户后台	财务 / 转账记录	转账记录	删除	D	菜单权限	merchantFinancialDelete
商户后台	财务 / 转账记录	转账记录	备注	U	菜单权限	merchantFinancialMark
商户后台	财务 / 转账记录	转账记录	导出	R	菜单权限	merchantFinancialExport
商户后台	财务 / 转账记录	转账记录	导出列表	R	菜单权限	merchantStoreExcelLst
商户后台	财务 / 转账记录	转账记录	导出下载	R	菜单权限	merchantStoreExcelDownload
商户后台	首页	首页	所有数据	O	菜单权限	merchantStatisticsMain
商户后台	首页	首页	支付订单	O	菜单权限	merchantStatisticsOrder
商户后台	首页	首页	成交客户	O	菜单权限	merchantStatisticsUser
商户后台	首页	首页	成交客户比	O	菜单权限	merchantStatisticsUserRate
商户后台	首页	首页	商品支付排行	O	菜单权限	merchantStatisticsProduct
商户后台	首页	首页	商品访问排行	O	菜单权限	merchantStatisticsProductVisit
商户后台	首页	首页	商品加购排行	O	菜单权限	merchantStatisticsProductCart
商户后台	首页	首页	首页未处理业务统计	RU	菜单权限	merchantStatisticsMerchantCount
商户后台	首页	首页	待办事项	O	菜单权限	merchantStatisticsMerchantTodo
商户后台	首页	首页	获取商户代办统计	R	菜单权限	merchantStatisticsProductSalesPriceTop
商户后台	首页 / 商品统计	商品统计	顶部统计	R	菜单权限	merchantAnalyticsProductTop
商户后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	merchantAnalyticsProductLineChart
商户后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	merchantAnalyticsProductTypePieChart
商户后台	首页 / 控制台	控制台	待办事项	R	路由	merchantStatisticsMerchantTodo
商户后台	首页 / 控制台	控制台	获取商户代办统计	R	路由	merchantStatisticsProductSalesPriceTop
商户后台	首页 / 控制台	控制台	列表	R	路由	systemNoticeLogList
商户后台	首页 / 控制台	控制台	已读	C	路由	systemNoticeLogRead
商户后台	首页 / 控制台	控制台	删除	D	路由	systemNoticeLogDel
商户后台	首页 / 订单统计	订单统计	顶部统计	R	菜单权限	merchantAnalyticsOrderTop
商户后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	merchantAnalyticsOrderLineChart
商户后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	merchantAnalyticsOrderTypePieChart
用户端	upload/video	upload/video	upload Video (upload/video)	C	features-03-user-app.tsv	upload/video
用户端	excel/download	excel/download/:id	download (excel/download/:id)	R	features-03-user-app.tsv	excel/download/:id
用户端	notice	notice/:type	微信支付回调:微信 服务商 收付通	O	features-03-user-app.tsv	wechatNotify
用户端	notice/mchNotify	notice/mchNotify/:type	企业付款到零钱回调	O	features-03-user-app.tsv	mchNotify
用户端	notice/pay	notice/pay/alipay	支付宝支付回调	C	features-03-user-app.tsv	alipayNotify
用户端	notice/callback	notice/callback	delivery Notify (notice/callback)	O	features-03-user-app.tsv	mchNotify
用户端	order_call_back	order_call_back	call Back Notify (order_call_back)	O	features-03-user-app.tsv	mchNotify
用户端	system/city	system/city/lst	城市列表	R	features-03-user-app.tsv	system/city/lst
用户端	v2/system	v2/system/city/lst/:pid	lst V2 (v2/system/city/lst/:pid)	R	features-03-user-app.tsv	v2/system/city/lst/:pid
用户端	v2/system	v2/system/city	city List (v2/system/city)	R	features-03-user-app.tsv	v2/system/city
用户端	common/hot_keyword	common/hot_keyword	热门搜索	R	features-03-user-app.tsv	common/hot_keyword
用户端	common/commuunity	common/commuunity/hot_keyword	社区热门搜索	R	features-03-user-app.tsv	common/commuunity/hot_keyword
用户端	common/hot_banner	common/hot_banner/:type	推荐页 banner	R	features-03-user-app.tsv	common/hot_banner/:type
用户端	common/refund_message	common/refund_message	退款原因	R	features-03-user-app.tsv	common/refund_message
用户端	common/recharge_quota	common/recharge_quota	充值赠送	R	features-03-user-app.tsv	common/recharge_quota
用户端	common/express	common/express	快递公司	R	features-03-user-app.tsv	common/express
用户端	common/base64	common/base64	图片转 base64	R	features-03-user-app.tsv	common/base64
用户端	common/menus	common/menus	个人中心菜单	R	features-03-user-app.tsv	common/menus
用户端	common/home	common/home	首页数据	R	features-03-user-app.tsv	common/home
用户端	lbs/geocoder	lbs/geocoder	经纬度转位置信息	R	features-03-user-app.tsv	lbs/geocoder
用户端	lbs/address	lbs/address	位置信息转经纬度	CR	features-03-user-app.tsv	lbs/address
用户端	common/pay_key	common/pay_key/:key	获取支付宝支付链接	CR	features-03-user-app.tsv	common/pay_key/:key
用户端	common/feedback_type	common/feedback_type	用户反馈类型	R	features-03-user-app.tsv	common/feedback_type
用户端	auth/login	auth/login	登录	C	features-03-user-app.tsv	auth/login
用户端	auth/mp_login_type	auth/mp_login_type	获取小程序登录是否需绑定手机号处理	C	features-03-user-app.tsv	auth/mp_login_type
用户端	auth	auth	登录	C	features-03-user-app.tsv	auth
用户端	auth/smslogin	auth/smslogin	短信登录	C	features-03-user-app.tsv	auth/smslogin
用户端	auth/register	auth/register	注册	C	features-03-user-app.tsv	auth/register
用户端	auth/mp_phone	auth/mp_phone	小程序手机号注册	C	features-03-user-app.tsv	auth/mp_phone
用户端	auth/wechat	auth/wechat	微信授权	R	features-03-user-app.tsv	auth/wechat
用户端	auth/mp	auth/mp	小程序授权	C	features-03-user-app.tsv	auth/mp
用户端	auth/app	auth/app	app授权	C	features-03-user-app.tsv	auth/app
用户端	auth/apple	auth/apple	apple授权	C	features-03-user-app.tsv	auth/apple
用户端	user/change_pwd	user/change_pwd	修改密码	U	features-03-user-app.tsv	user/change_pwd
用户端	auth/verify	auth/verify	验证码	U	features-03-user-app.tsv	auth/verify
用户端	wechat/config	wechat/config	微信配置	R	features-03-user-app.tsv	wechat/config
用户端	captcha	captcha	图片验证码	R	features-03-user-app.tsv	captcha
用户端	agreement_lst	agreement_lst	获取协议列表	R	features-03-user-app.tsv	agreement_lst
用户端	agreement	agreement/:key	获取协议内容	R	features-03-user-app.tsv	agreement/:key
用户端	copyright	copyright	copyright (copyright)	R	features-03-user-app.tsv	copyright
用户端	script	script	script (script)	R	features-03-user-app.tsv	script
用户端	appVersion	appVersion	app Version (appVersion)	R	features-03-user-app.tsv	appVersion
用户端	micro	micro	micro (micro)	R	features-03-user-app.tsv	getVersion
用户端	version	version	version (version)	R	features-03-user-app.tsv	getVersion
用户端	getVersion	getVersion	get Version (getVersion)	O	features-03-user-app.tsv	getVersion
用户端	diy	diy	diy (diy)	R	features-03-user-app.tsv	diy
用户端	ajcaptcha	ajcaptcha	滑块验证码	R	features-03-user-app.tsv	ajcaptcha
用户端	ajcheck	ajcheck	ajcheck (ajcheck)	U	features-03-user-app.tsv	ajcheck
用户端	open_screen	open_screen	open_screen (open_screen)	R	features-03-user-app.tsv	open_screen
用户端	route/list	route/list	可以查看所有路由的接口 - 开发者使用	R	features-03-user-app.tsv	route/list
用户端	pay/config	pay/config	pay Config (pay/config)	CR	features-03-user-app.tsv	pay/config
用户端	check	check	v3 Check Order (check)	U	features-03-user-app.tsv	check
用户端	create	create	v3 Create Order (create)	C	features-03-user-app.tsv	create
用户端	check	check	v2 Check Order (check)	U	features-03-user-app.tsv	check
用户端	create	create	v2 Create Order (create)	C	features-03-user-app.tsv	create
用户端	logout	logout	退出登录	C	features-03-user-app.tsv	logout
用户端	user	user	用户信息	R	features-03-user-app.tsv	user
用户端	user/spread	user/spread	绑定推荐人	R	features-03-user-app.tsv	user/spread
用户端	receive	receive/:id	receive Coupon (receive/:id)	C	features-03-user-app.tsv	receive/:id
用户端	check	check	check Order (check)	U	features-03-user-app.tsv	check
用户端	create	create	create Order (create)	C	features-03-user-app.tsv	create
用户端	group_order_list	group_order_list	group Order List (group_order_list)	R	features-03-user-app.tsv	group_order_list
用户端	group_order_detail	group_order_detail/:id	group Order Detail (group_order_detail/:id)	R	features-03-user-app.tsv	group_order_detail/:id
用户端	cancel	cancel/:id	cancel Group Order (cancel/:id)	D	features-03-user-app.tsv	cancel/:id
用户端	list	list	lst (list)	R	features-03-user-app.tsv	list
用户端	detail	detail/:id	detail (detail/:id)	R	features-03-user-app.tsv	detail/:id
用户端	number	number	number (number)	R	features-03-user-app.tsv	number
用户端	pay	pay/:id	group Order Pay (pay/:id)	C	features-03-user-app.tsv	pay/:id
用户端	points/pay	points/pay/:id	group Order Pay (points/pay/:id)	C	features-03-user-app.tsv	points/pay/:id
用户端	take	take/:id	take (take/:id)	C	features-03-user-app.tsv	take/:id
用户端	express	express/:id	express (express/:id)	C	features-03-user-app.tsv	express/:id
用户端	del	del/:id	del (del/:id)	D	features-03-user-app.tsv	del/:id
用户端	status	status/:id	group Order Status (status/:id)	RU	features-03-user-app.tsv	status/:id
用户端	verify_code	verify_code/:id	verify Code (verify_code/:id)	R	features-03-user-app.tsv	verify_code/:id
用户端	receipt	receipt/:id	create Receipt (receipt/:id)	C	features-03-user-app.tsv	receipt/:id
用户端	delivery	delivery/:id	get Order Delivery (delivery/:id)	R	features-03-user-app.tsv	delivery/:id
用户端	cashier_order	cashier_order/:id	get Cashier Order (cashier_order/:id)	R	features-03-user-app.tsv	cashier_order/:id
用户端	self/cancel	self/cancel/:id	cancel Order (self/cancel/:id)	D	features-03-user-app.tsv	self/cancel/:id
用户端	deliveryStation/list	deliveryStation/list	delivery Station List (deliveryStation/list)	R	features-03-user-app.tsv	deliveryStation/list
用户端	deliverySetings	deliverySetings	delivery Config (deliverySetings)	R	features-03-user-app.tsv	deliverySetings
用户端	deliveryTrack	deliveryTrack/:id	delivery Track (deliveryTrack/:id)	R	features-03-user-app.tsv	deliveryTrack/:id
用户端	pay	pay/:id	pay (pay/:id)	C	features-03-user-app.tsv	pay/:id
用户端	batch_product	batch_product/:id	batch Product (batch_product/:id)	R	features-03-user-app.tsv	batch_product/:id
用户端	express	express/:id	express (express/:id)	R	features-03-user-app.tsv	express/:id
用户端	product	product/:id	product (product/:id)	R	features-03-user-app.tsv	product/:id
用户端	compute	compute	compute (compute)	C	features-03-user-app.tsv	compute
用户端	apply	apply/:id	refund (apply/:id)	D	features-03-user-app.tsv	apply/:id
用户端	list	list	lst (list)	R	features-03-user-app.tsv	list
用户端	detail	detail/:id	detail (detail/:id)	R	features-03-user-app.tsv	detail/:id
用户端	del	del/:id	del (del/:id)	D	features-03-user-app.tsv	del/:id
用户端	back_goods	back_goods/:id	back_goods (back_goods/:id)	C	features-03-user-app.tsv	back_goods/:id
用户端	cancel	cancel/:id	cancel (cancel/:id)	D	features-03-user-app.tsv	cancel/:id
用户端	platform	platform/:id	platform Intervene (platform/:id)	C	features-03-user-app.tsv	platform/:id
用户端	product	product/:id	product (product/:id)	R	features-03-user-app.tsv	product/:id
用户端	登录用户	:id	reply (:id)	U	features-03-user-app.tsv	:id
用户端	user/cancel	user/cancel	注销用户	D	features-03-user-app.tsv	user/cancel
用户端	account	account	切换账号	R	features-03-user-app.tsv	account
用户端	switch	switch	switch User (switch)	U	features-03-user-app.tsv	switch
用户端	change/phone	change/phone	修改信息	U	features-03-user-app.tsv	change/phone
用户端	change/info	change/info	update Base Info (change/info)	RU	features-03-user-app.tsv	change/info
用户端	change/password	change/password	change Password (change/password)	U	features-03-user-app.tsv	change/password
用户端	relation/product	/relation/product/lst	收藏	R	features-03-user-app.tsv	/relation/product/lst
用户端	relation/merchant	/relation/merchant/lst	merchant List (/relation/merchant/lst)	R	features-03-user-app.tsv	/relation/merchant/lst
用户端	relation/create	/relation/create	create (/relation/create)	C	features-03-user-app.tsv	/relation/create
用户端	relation/batch	/relation/batch/create	batch Create (/relation/batch/create)	C	features-03-user-app.tsv	/relation/batch/create
用户端	relation/delete	/relation/delete	delete (/relation/delete)	D	features-03-user-app.tsv	/relation/delete
用户端	relation/batch	/relation/batch/delete	batch Delete (/relation/batch/delete)	D	features-03-user-app.tsv	/relation/batch/delete
用户端	feedback	/feedback	反馈	C	features-03-user-app.tsv	/feedback
用户端	feedback/list	/feedback/list	feedback List (/feedback/list)	R	features-03-user-app.tsv	/feedback/list
用户端	feedback/detail	/feedback/detail/:id	detail (/feedback/detail/:id)	R	features-03-user-app.tsv	/feedback/detail/:id
用户端	recharge	/recharge	充值	C	features-03-user-app.tsv	/recharge
用户端	recharge/brokerage	/recharge/brokerage	brokerage (/recharge/brokerage)	C	features-03-user-app.tsv	/recharge/brokerage
用户端	address/lst	/address/lst	地址	CR	features-03-user-app.tsv	/address/lst
用户端	address/create	/address/create	create (/address/create)	C	features-03-user-app.tsv	/address/create
用户端	address/detail	/address/detail/:id	detail (/address/detail/:id)	CR	features-03-user-app.tsv	/address/detail/:id
用户端	address/update	/address/update/:id	edit Default (/address/update/:id)	CU	features-03-user-app.tsv	/address/update/:id
用户端	address/delete	/address/delete/:id	delete (/address/delete/:id)	CD	features-03-user-app.tsv	/address/delete/:id
用户端	spread_image	/spread_image	分销海报	R	features-03-user-app.tsv	/spread_image
用户端	v2/spread_image	/v2/spread_image	spread_image_v2 (/v2/spread_image)	R	features-03-user-app.tsv	/v2/spread_image
用户端	spread_list	/spread_list	推广人列表	R	features-03-user-app.tsv	/spread_list
用户端	extract/lst	/extract/lst	提现	R	features-03-user-app.tsv	/extract/lst
用户端	extract/detail	/extract/detail/:id	detail (/extract/detail/:id)	R	features-03-user-app.tsv	/extract/detail/:id
用户端	extract/banklst	/extract/banklst	bank Lst (/extract/banklst)	R	features-03-user-app.tsv	/extract/banklst
用户端	extract/create	/extract/create	create (/extract/create)	C	features-03-user-app.tsv	/extract/create
用户端	extract/history_bank	/extract/history_bank	history Bank (/extract/history_bank)	R	features-03-user-app.tsv	/extract/history_bank
用户端	binding	binding	绑定手机号	U	features-03-user-app.tsv	binding
用户端	mp/binding	mp/binding	小程序获取手机号	U	features-03-user-app.tsv	mp/binding
用户端	bill	bill	余额记录	R	features-03-user-app.tsv	bill
用户端	brokerage_list	brokerage_list	佣金记录	R	features-03-user-app.tsv	brokerage_list
用户端	spread_order	spread_order	推广人订单	R	features-03-user-app.tsv	spread_order
用户端	spread_top	spread_top	推广人排行榜	R	features-03-user-app.tsv	spread_top
用户端	brokerage_top	brokerage_top	佣金排行榜	R	features-03-user-app.tsv	brokerage_top
用户端	spread_info	spread_info	spread_info (spread_info)	R	features-03-user-app.tsv	spread_info
用户端	spread_level	spread_level	spread_info (spread_level)	R	features-03-user-app.tsv	spread_level
用户端	brokerage/info	brokerage/info	brokerage_info (brokerage/info)	R	features-03-user-app.tsv	brokerage/info
用户端	brokerage/all	brokerage/all	brokerage_all (brokerage/all)	R	features-03-user-app.tsv	brokerage/all
用户端	brokerage/notice	brokerage/notice	notice (brokerage/notice)	R	features-03-user-app.tsv	brokerage/notice
用户端	history	history	浏览记录	R	features-03-user-app.tsv	history
用户端	history/delete	history/delete/:id	delete History (history/delete/:id)	RD	features-03-user-app.tsv	history/delete/:id
用户端	history/batch	history/batch/delete	delete History Batch (history/batch/delete)	RD	features-03-user-app.tsv	history/batch/delete
用户端	receipt/create	receipt/create	发票	C	features-03-user-app.tsv	receipt/create
用户端	receipt/lst	receipt/lst	lst (receipt/lst)	R	features-03-user-app.tsv	receipt/lst
用户端	receipt/order	receipt/order	order (receipt/order)	R	features-03-user-app.tsv	receipt/order
用户端	receipt/order	receipt/order/:id	order Detail (receipt/order/:id)	R	features-03-user-app.tsv	receipt/order/:id
用户端	receipt/delete	receipt/delete/:id	delete (receipt/delete/:id)	D	features-03-user-app.tsv	receipt/delete/:id
用户端	receipt/update	receipt/update/:id	update (receipt/update/:id)	U	features-03-user-app.tsv	receipt/update/:id
用户端	receipt/is_default	receipt/is_default/:id	is Default (receipt/is_default/:id)	C	features-03-user-app.tsv	receipt/is_default/:id
用户端	receipt/detail	receipt/detail/:id	detail (receipt/detail/:id)	R	features-03-user-app.tsv	receipt/detail/:id
用户端	sign/lst	sign/lst	签到	R	features-03-user-app.tsv	sign/lst
用户端	sign/create	sign/create	create (sign/create)	C	features-03-user-app.tsv	sign/create
用户端	sign/month	sign/month	month (sign/month)	R	features-03-user-app.tsv	sign/month
用户端	integral/info	integral/info	积分	R	features-03-user-app.tsv	integral/info
用户端	integral/lst	integral/lst	integral List (integral/lst)	R	features-03-user-app.tsv	integral/lst
用户端	services	services	客服列表	R	features-03-user-app.tsv	services
用户端	member/info	member/info	member Info (member/info)	R	features-03-user-app.tsv	member/info
用户端	member/log	member/log	get Member Value (member/log)	R	features-03-user-app.tsv	member/log
用户端	fields/info	fields/info	用户表单数据操作	R	features-03-user-app.tsv	fields/info
用户端	fields/save	fields/save	save (fields/save)	C	features-03-user-app.tsv	fields/save
用户端	fields/delete	fields/delete	delete (fields/delete)	D	features-03-user-app.tsv	fields/delete
用户端	check	/check/:id	check Cerate (/check/:id)	U	features-03-user-app.tsv	/check/:id
用户端	lst	/lst	lst (/lst)	R	features-03-user-app.tsv	/lst
用户端	create	/create	create (/create)	C	features-03-user-app.tsv	/create
用户端	again	/again	again (/again)	C	features-03-user-app.tsv	/again
用户端	change	/change/:id	change (/change/:id)	U	features-03-user-app.tsv	/change/:id
用户端	delete	/delete	batch Delete (/delete)	D	features-03-user-app.tsv	/delete
用户端	count	/count	cart Count (/count)	R	features-03-user-app.tsv	/count
用户端	batchCreate	/batchCreate	batch Create (/batchCreate)	C	features-03-user-app.tsv	/batchCreate
用户端	clear	/clear	clear (/clear)	D	features-03-user-app.tsv	/clear
用户端	assist/create	/assist/create/:id	create (/assist/create/:id)	CU	features-03-user-app.tsv	/assist/create/:id
用户端	assist/detail	/assist/detail/:id	detail (/assist/detail/:id)	R	features-03-user-app.tsv	/assist/detail/:id
用户端	assist/set	/assist/set/:id	set (/assist/set/:id)	U	features-03-user-app.tsv	/assist/set/:id
用户端	assist/user	/assist/user/:id	user List (/assist/user/:id)	R	features-03-user-app.tsv	/assist/user/:id
用户端	assist/share	/assist/share/:id	share Num (/assist/share/:id)	R	features-03-user-app.tsv	/assist/share/:id
用户端	assist/set	/assist/set/lst	lst (/assist/set/lst)	R	features-03-user-app.tsv	/assist/set/lst
用户端	assist/set	/assist/set/delete/:id	delete (/assist/set/delete/:id)	D	features-03-user-app.tsv	/assist/set/delete/:id
用户端	increase_take	/increase_take	set Increase Take (/increase_take)	U	features-03-user-app.tsv	/increase_take
用户端	get_attr_value	/get_attr_value/:id	get Attr Value (/get_attr_value/:id)	R	features-03-user-app.tsv	/get_attr_value/:id
用户端	intention/lst	intention/lst	申请商户	R	features-03-user-app.tsv	intention/lst
用户端	intention/detail	intention/detail/:id	detail (intention/detail/:id)	R	features-03-user-app.tsv	intention/detail/:id
用户端	intention/update	intention/update/:id	update (intention/update/:id)	U	features-03-user-app.tsv	intention/update/:id
用户端	store/product	store/product/group/cancel	cancel (store/product/group/cancel)	D	features-03-user-app.tsv	store/product/group/cancel
用户端	create	/create	create (/create)	C	features-03-user-app.tsv	/create
用户端	update	/update/:id	update (/update/:id)	U	features-03-user-app.tsv	/update/:id
用户端	delete	/delete/:id	delete (/delete/:id)	D	features-03-user-app.tsv	/delete/:id
用户端	pay_product/lst	pay_product/lst	pay List (pay_product/lst)	CR	features-03-user-app.tsv	pay_product/lst
用户端	rela_product/lst	rela_product/lst	relation List (rela_product/lst)	R	features-03-user-app.tsv	rela_product/lst
用户端	hist_product/lst	hist_product/lst	history List (hist_product/lst)	R	features-03-user-app.tsv	hist_product/lst
