portal	module	page	action	crud	source	identifier
平台后台	财务 / 店铺结算 / 店铺账单	店铺账单	商户列表	R	菜单权限	systemFinancialRecordMerLst
平台后台	财务 / 店铺结算 / 店铺账单	店铺账单	商户统计	R	菜单权限	systemFinancialRecordMerAcountsLst
平台后台	财务 / 店铺结算 / 店铺账单	店铺账单	商户财务头部统计	R	菜单权限	systemFinancialRecordMerTitle
平台后台	财务 / 店铺结算 / 店铺账单	店铺账单	商户财务详情	R	菜单权限	systemFinancialRecordMerDetail
平台后台	财务 / 店铺结算 / 店铺账单	店铺账单	商户财务导出	R	菜单权限	systemFinancialRecordMerExcel
平台后台	财务 / 店铺结算 / 转账记录	转账记录	列表	R	菜单权限	systemFinancialList
平台后台	财务 / 店铺结算 / 转账记录	转账记录	详情	R	菜单权限	systemFinancialDetail
平台后台	财务 / 店铺结算 / 转账记录	转账记录	编辑	U	菜单权限	systemFinancialUpdate
平台后台	财务 / 店铺结算 / 转账记录	转账记录	修改状态	U	菜单权限	systemFinancialSwitchStatus
平台后台	财务 / 店铺结算 / 转账记录	转账记录	备注	U	菜单权限	systemFinancialMark
平台后台	财务 / 店铺结算 / 转账记录	转账记录	统计	R	菜单权限	systemFinancialTitle
平台后台	财务 / 店铺结算 / 转账记录	转账记录	导出	R	菜单权限	systemFinancialExport
平台后台	财务 / 店铺结算 / 转账记录	转账记录	导出列表	R	菜单权限	systemStoreExcelLst
平台后台	财务 / 店铺结算 / 转账记录	转账记录	导出下载	R	菜单权限	systemStoreExcelDownload
平台后台	财务 / 店铺结算 / 转账设置	转账设置	配置信息	RU	菜单权限	systemOrderProfitsharingGetConfig
平台后台	财务 / 店铺结算 / 转账设置	转账设置	配置保存	CU	菜单权限	systemOrderProfitsharingSetConfig
平台后台	财务 / 用户结算	用户结算	(页面入口)	R	待补	
平台后台	财务 / 用户结算 / 充值记录	充值记录	列表	R	菜单权限	systemUserRechargeList
平台后台	财务 / 用户结算 / 充值记录	充值记录	统计	R	菜单权限	systemUserRechargeTotal
平台后台	财务 / 用户结算 / 提现管理	提现管理	申请列表	CR	菜单权限	systemUserExtractLst
平台后台	财务 / 用户结算 / 提现管理	提现管理	审核	U	菜单权限	systemUserExtractSwitchStatus
平台后台	财务 / 用户结算 / 提现管理	提现管理	导出	R	菜单权限	systemUserExtractExport
平台后台	财务 / 用户结算 / 提现管理	提现管理	导出列表	R	菜单权限	systemStoreExcelLst
平台后台	财务 / 用户结算 / 提现管理	提现管理	导出下载	R	菜单权限	systemStoreExcelDownload
平台后台	财务 / 用户结算 / 提现管理	提现管理	详情	R	菜单权限	systemUserExtractDetail
平台后台	财务 / 用户结算 / 资金记录	资金记录	列表	R	菜单权限	systemUserBillList
平台后台	财务 / 用户结算 / 资金记录	资金记录	导出	R	菜单权限	systemUserBillExport
平台后台	财务 / 用户结算 / 资金记录	资金记录	导出列表	R	菜单权限	systemStoreExcelLst
平台后台	财务 / 用户结算 / 资金记录	资金记录	导出下载	R	菜单权限	systemStoreExcelDownload
平台后台	财务 / 资金流水	资金流水	列表	R	菜单权限	systemFinancialRecordList
平台后台	财务 / 资金流水	资金流水	导出	R	菜单权限	systemFinancialRecordExport
平台后台	财务 / 资金流水	资金流水	统计	R	菜单权限	systemFinancialCount
平台后台	财务 / 资金流水	资金流水	导出列表	R	菜单权限	systemStoreExcelLst
平台后台	财务 / 资金流水	资金流水	导出下载	R	菜单权限	systemStoreExcelDownload
平台后台	首页	首页	分账商户申请备注	C	路由	systemMerchantApplymentsMarrkSave
平台后台	首页	首页	列表	R	路由	systemOrderProfitsharingLst
平台后台	首页 / 商品统计	商品统计	顶部统计	R	菜单权限	systemAnalyticsProductTop
平台后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	systemAnalyticsProductLineChart
平台后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	systemAnalyticsProductTypePieChart
平台后台	首页 / 商品统计	商品统计	顶部统计	R	菜单权限	systemAnalyticsProductTop
平台后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	systemAnalyticsProductLineChart
平台后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	systemAnalyticsProductTypePieChart
平台后台	首页 / 商品统计	商品统计	顶部统计	R	菜单权限	systemAnalyticsProductTop
平台后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	systemAnalyticsProductLineChart
平台后台	首页 / 商品统计	商品统计	折线图统计	R	菜单权限	systemAnalyticsProductTypePieChart
平台后台	首页 / 控制台	控制台	主要数据	O	菜单权限	systemStatisticsMain
平台后台	首页 / 控制台	控制台	当日订单	O	菜单权限	systemStatisticsOrder
平台后台	首页 / 控制台	控制台	当日订单数	O	菜单权限	systemStatisticsOrderNum
平台后台	首页 / 控制台	控制台	当日支付人数	O	菜单权限	systemStatisticsOrderUser
平台后台	首页 / 控制台	控制台	商户销量	O	菜单权限	systemStatisticsMerchantStock
平台后台	首页 / 控制台	控制台	商户访问量	O	菜单权限	systemStatisticsMerchantRate
平台后台	首页 / 控制台	控制台	商户销售额	O	菜单权限	systemStatisticsMerchantVisit
平台后台	首页 / 控制台	控制台	用户数据	O	菜单权限	systemStatisticsUserData
平台后台	首页 / 控制台	控制台	成交用户	O	菜单权限	systemStatisticsUser
平台后台	首页 / 控制台	控制台	成交用户占比	O	菜单权限	systemStatisticsUserRate
平台后台	首页 / 控制台	控制台	未处理业务统计	RU	菜单权限	systemStatisticsAdminCount
平台后台	首页 / 控制台	控制台	待办事项	O	菜单权限	systemStatisticsAdminTodo
平台后台	首页 / 控制台	控制台	商户销量排行	O	菜单权限	systemStatisticsMerchantTop
平台后台	首页 / 数据大屏	数据大屏	数据大屏	O	菜单权限	systemDataScreen
平台后台	首页 / 用户统计	用户统计	顶部统计	R	菜单权限	systemAnalyticsUserTop
平台后台	首页 / 用户统计	用户统计	折线图统计	R	菜单权限	systemAnalyticsUserLineChart
平台后台	首页 / 用户统计	用户统计	折线图统计	R	菜单权限	systemAnalyticsUserTypePieChart
平台后台	首页 / 订单统计	订单统计	顶部统计	R	菜单权限	systemAnalyticsOrderTop
平台后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	systemAnalyticsOrderLineChart
平台后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	systemAnalyticsOrderTypePieChart
平台后台	首页 / 订单统计	订单统计	顶部统计	R	菜单权限	systemAnalyticsOrderTop
平台后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	systemAnalyticsOrderLineChart
平台后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	systemAnalyticsOrderTypePieChart
平台后台	首页 / 订单统计	订单统计	顶部统计	R	菜单权限	systemAnalyticsOrderTop
平台后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	systemAnalyticsOrderLineChart
平台后台	首页 / 订单统计	订单统计	折线图统计	R	菜单权限	systemAnalyticsOrderTypePieChart
商户后台	公告	公告	列表	R	菜单权限	systemNoticeLogList
商户后台	公告	公告	已读	R	菜单权限	systemNoticeLogRead
商户后台	公告	公告	删除	D	菜单权限	systemNoticeLogDel
商户后台	公告	公告	未读统计	R	菜单权限	systemNoticeLogUnreadCount
商户后台	公告	公告	详情	R	菜单权限	systemNoticeLogDetail
商户后台	员工	员工	(页面入口)	R	待补	
商户后台	员工 / 店员管理	店员管理	(页面入口)	R	待补	
商户后台	员工 / 店员管理 / 店员列表	店员列表	列表	R	菜单权限	merchantServiceLst
商户后台	员工 / 店员管理 / 店员列表	店员列表	登录	O	菜单权限	merchantServiceLogin
商户后台	员工 / 店员管理 / 店员列表	店员列表	添加	C	菜单权限	merchantServiceCreate
商户后台	员工 / 店员管理 / 店员列表	店员列表	编辑	U	菜单权限	merchantServiceUpdate
商户后台	员工 / 店员管理 / 店员列表	店员列表	修改状态	U	菜单权限	merchantServiceSwitchStatus
商户后台	员工 / 店员管理 / 店员列表	店员列表	删除	D	菜单权限	merchantServiceDelete
商户后台	员工 / 店员管理 / 店员列表	店员列表	客服的全部用户 	O	菜单权限	merchantServiceServiceUserList
商户后台	员工 / 店员管理 / 店员列表	店员列表	用户与客服聊天记录	R	菜单权限	merchantServiceServiceUserLogLst
商户后台	员工 / 店员管理 / 店员列表	店员列表	客服的聊天用户列表	R	菜单权限	merchantServiceServiceMerchantUserList
商户后台	员工 / 店员管理 / 店员列表	店员列表	用户与商户聊天记录	R	菜单权限	merchantServiceMerchantUserLogLst
商户后台	员工 / 店员管理 / 店员配置	店员配置	(页面入口)	R	待补	
商户后台	员工 / 店员管理 / 自动回复	自动回复	列表	R	菜单权限	merchantServiceReplyLst
商户后台	员工 / 店员管理 / 自动回复	自动回复	添加	C	菜单权限	merchantServiceReplyCreate
商户后台	员工 / 店员管理 / 自动回复	自动回复	编辑	U	菜单权限	merchantServiceReplyUpdate
商户后台	员工 / 店员管理 / 自动回复	自动回复	切换状态	U	菜单权限	merchantServiceReplyStatus
商户后台	员工 / 店员管理 / 自动回复	自动回复	删除	D	菜单权限	merchantServiceReplyDelete
商户后台	员工 / 服务人员	服务人员	列表	R	菜单权限	merchantStaffsLst
商户后台	员工 / 服务人员	服务人员	添加	C	菜单权限	merchantStaffsCreate
商户后台	员工 / 服务人员	服务人员	编辑	U	菜单权限	merchantStaffsUpdate
商户后台	员工 / 服务人员	服务人员	修改状态	U	菜单权限	merchantStaffsSwitchStatus
商户后台	员工 / 服务人员	服务人员	删除	D	菜单权限	merchantStaffsDelete
商户后台	员工 / 服务人员	服务人员	列表	R	菜单权限	merchantStaffsStatisticsList
商户后台	员工 / 服务人员	服务人员	详情	R	菜单权限	merchantStaffsStatisticsDetail
商户后台	员工 / 服务人员 / 服务人员	服务人员	列表	R	路由	merchantStaffsStatisticsList
商户后台	员工 / 服务人员 / 服务人员	服务人员	详情	R	路由	merchantStaffsStatisticsDetail
商户后台	员工 / 服务人员 / 服务统计	服务统计	客服的聊天用户列表	R	路由	merchantServiceServiceMerchantUserList
商户后台	员工 / 服务人员 / 服务统计	服务统计	用户与商户聊天记录	R	路由	merchantServiceMerchantUserLogLst
商户后台	员工 / 服务人员 / 服务统计	服务统计	列表	R	路由	merchantServiceReplyLst
商户后台	员工 / 服务人员 / 服务统计	服务统计	添加	C	路由	merchantServiceReplyCreate
商户后台	员工 / 服务人员 / 服务统计	服务统计	编辑	U	路由	merchantServiceReplyUpdate
商户后台	员工 / 配送人员	配送人员	列表	R	菜单权限	merchantDeliveryServiceLst
商户后台	员工 / 配送人员	配送人员	修改状态	U	菜单权限	merchantDeliveryServiceStatus
商户后台	员工 / 配送人员	配送人员	添加	C	菜单权限	merchantDeliveryServiceCreate
商户后台	员工 / 配送人员	配送人员	编辑	U	菜单权限	merchantDeliveryServiceUpdate
商户后台	员工 / 配送人员	配送人员	删除	D	菜单权限	merchantDeliveryServiceDelete
商户后台	员工 / 配送人员	配送人员	统计列表	R	菜单权限	merchantDeliveryServiceStatisticsList
商户后台	员工 / 配送人员	配送人员	统计详情	R	菜单权限	merchantDeliveryServiceStatisticsDetail
商户后台	员工 / 配送人员 / 配送员管理	配送员管理	列表	R	菜单权限	merchantDeliveryServiceLst
商户后台	员工 / 配送人员 / 配送员管理	配送员管理	修改状态	U	菜单权限	merchantDeliveryServiceStatus
商户后台	员工 / 配送人员 / 配送员管理	配送员管理	添加	C	菜单权限	merchantDeliveryServiceCreate
商户后台	员工 / 配送人员 / 配送员管理	配送员管理	编辑	U	菜单权限	merchantDeliveryServiceUpdate
商户后台	员工 / 配送人员 / 配送员管理	配送员管理	删除	D	菜单权限	merchantDeliveryServiceDelete
商户后台	员工 / 配送人员 / 配送员管理	配送员管理	统计列表	R	菜单权限	merchantDeliveryServiceStatisticsList
商户后台	员工 / 配送人员 / 配送员管理	配送员管理	统计详情	R	菜单权限	merchantDeliveryServiceStatisticsDetail
商户后台	员工 / 配送人员 / 配送统计	配送统计	(页面入口)	R	待补	
商户后台	商品	商品	列表	R	路由	merchantStoreAttrTemplateLst
商户后台	商品	商品	添加 	C	路由	merchantStoreAttrTemplateCreate
商户后台	商品 / 卡密列表	卡密列表	列表	R	菜单权限	merchantStoreProductCdkeyLibraryLst
商户后台	商品 / 卡密列表	卡密列表	列表	R	菜单权限	merchantStoreProductCdkeyLibraryDetail
商户后台	商品 / 卡密列表	卡密列表	添加	C	菜单权限	merchantStoreProductCdkeyLibraryCreate
商户后台	商品 / 卡密列表	卡密列表	编辑表单	U	菜单权限	merchantStoreProductCdkeyLibraryUpdateForm
商户后台	商品 / 卡密列表	卡密列表	编辑	U	菜单权限	merchantStoreProductCdkeyLibraryUpdate
商户后台	商品 / 卡密列表	卡密列表	删除	D	菜单权限	merchantStoreProductCdkeyLibraryDelete
商户后台	商品 / 卡密列表	卡密列表	导出	R	菜单权限	merchantStoreProductCdkeyLibraryExcel
商户后台	商品 / 卡密列表	卡密列表	批量导入	C	菜单权限	merchantStoreProductCdkeyLibraryImport
商户后台	商品 / 卡密列表	卡密列表	卡密列表	R	菜单权限	merchantStoreProductCdkeyLst
商户后台	商品 / 卡密列表	卡密列表	添加卡密	C	菜单权限	merchantStoreProductCdkeyCreate
商户后台	商品 / 卡密列表	卡密列表	编辑卡密	U	菜单权限	merchantStoreProductCdkeyUpdate
商户后台	商品 / 卡密列表	卡密列表	删除卡密	D	菜单权限	merchantStoreProductCdkeyDelete
商户后台	商品 / 卡密列表	卡密列表	批量删除	D	菜单权限	merchantStoreProductCdkeyLibraryBatchDelete
商户后台	商品 / 商品分类	商品分类	编辑	U	菜单权限	merchantStoreCategoryUpdate
商户后台	商品 / 商品分类	商品分类	列表	R	菜单权限	merchantStoreCategoryLst
商户后台	商品 / 商品分类	商品分类	详情	R	菜单权限	merchantStoreCategoryDtailt
商户后台	商品 / 商品分类	商品分类	添加	C	菜单权限	merchantStoreCategoryCreate
商户后台	商品 / 商品分类	商品分类	删除	D	菜单权限	merchantStoreCategoryDelete
商户后台	商品 / 商品分类	商品分类	修改状态	U	菜单权限	merchantStoreCategorySwitchStatus
商户后台	商品 / 商品分类	商品分类	上传图片	C	菜单权限	merchantUploadImage
商户后台	商品 / 商品分类	商品分类	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	商品 / 商品列表	商品列表	头部统计	R	菜单权限	merchantStoreProductLstFilter
商户后台	商品 / 商品列表	商品列表	列表	R	菜单权限	merchantStoreProductLst
商户后台	商品 / 商品列表	商品列表	添加	C	菜单权限	merchantStoreProductCreate
商户后台	商品 / 商品列表	商品列表	详情	R	菜单权限	merchantStoreProductDetail
商户后台	商品 / 商品列表	商品列表	上传视频配置	CU	菜单权限	merchantStoreProductTempKey
商户后台	商品 / 商品列表	商品列表	编辑	U	菜单权限	merchantStoreProductUpdate
商户后台	商品 / 商品列表	商品列表	删除	D	菜单权限	merchantStoreProductDelete
商户后台	商品 / 商品列表	商品列表	加入回收站	O	菜单权限	merchantStoreProductDestory
商户后台	商品 / 商品列表	商品列表	恢复	O	菜单权限	merchantStoreProductRestore
商户后台	商品 / 商品列表	商品列表	上下架	U	菜单权限	merchantStoreProductSwitchStatus
商户后台	商品 / 商品列表	商品列表	排序	U	菜单权限	merchantStoreProductUpdateSort
商户后台	商品 / 商品列表	商品列表	预览	R	菜单权限	merchantStoreProductPreview
商户后台	商品 / 商品列表	商品列表	标签	O	菜单权限	merchantStoreProductLabels
商户后台	商品 / 商品列表	商品列表	获取规格	R	菜单权限	merchantStoreProductAttrValue
商户后台	商品 / 商品列表	商品列表	列表	CR	菜单权限	merchantStoreProductCopyLst
商户后台	商品 / 商品列表	商品列表	获取信息	CR	菜单权限	merchantStoreProductCopyGet
商户后台	商品 / 商品列表	商品列表	统计	CR	菜单权限	merchantStoreProductCopyCount
商户后台	商品 / 商品列表	商品列表	保存	C	菜单权限	merchantStoreProductCopySave
商户后台	商品 / 商品列表	商品列表	上传图片	C	菜单权限	merchantUploadImage
商户后台	商品 / 商品列表	商品列表	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	商品 / 商品列表	商品列表	免审编辑	U	菜单权限	merchantStoreProductFreeTrial
商户后台	商品 / 商品列表	商品列表	批量上下架	U	菜单权限	merchantStoreProductSwitchBatchStatus
商户后台	商品 / 商品列表	商品列表	批量设置运费模板	U	菜单权限	merchantStoreProductSwitchBatchTemplate
商户后台	商品 / 商品列表	商品列表	批量设置标签	U	菜单权限	merchantStoreProductSwitchBatchLabels
商户后台	商品 / 商品列表	商品列表	批量设置推荐	U	菜单权限	merchantStoreProductSwitchBatchHot
商户后台	商品 / 商品列表	商品列表	批量设置推荐	U	菜单权限	merchantStoreProductSwitchBatchExtension
商户后台	商品 / 商品列表	商品列表	批量设置会员价	U	菜单权限	merchantStoreProductSwitchBatchSvipType
商户后台	商品 / 商品列表	商品列表	获取规格	R	菜单权限	merchantStoreProductFormatAttr
商户后台	商品 / 商品列表	商品列表	获取批量修改列表	RU	菜单权限	merchantStoreProductGetBatchList
商户后台	商品 / 商品列表	商品列表	批量修改商品属性	U	菜单权限	merchantStoreProductSwitchBatchProcess
商户后台	商品 / 商品列表	商品列表	操作记录	R	菜单权限	merchantStoreProductGetOperateList
商户后台	商品 / 商品列表	商品列表	操作记录	R	菜单权限	merchantStoreProductUnbind
商户后台	商品 / 商品列表	商品列表	编辑商品获取信息	RU	菜单权限	merchantStoreProductGetEdit
商户后台	商品 / 商品列表	商品列表	添加预约商品	C	菜单权限	merchantStoreReservationProductCreate
商户后台	商品 / 商品列表	商品列表	获取预约商品	RU	菜单权限	merchantStoreReservationProductEditInfo
商户后台	商品 / 商品列表	商品列表	编辑预约商品	U	菜单权限	merchantStoreReservationProductEdit
商户后台	商品 / 商品列表	商品列表	预约商品详情	R	菜单权限	merchantStoreReservationProductDetail
商户后台	商品 / 商品列表	商品列表	批量修改预约商品库存	U	菜单权限	merchantStoreReservationProductEditStock
商户后台	商品 / 商品列表	商品列表	批量加入回收站	D	菜单权限	merchantStoreProductBatchDelete
商户后台	商品 / 商品列表	商品列表	批量恢复	O	菜单权限	merchantStoreProductBatchRestore
商户后台	商品 / 商品列表	商品列表	批量设置服务保障	U	菜单权限	merchantStoreProductBatchGuarantee
商户后台	商品 / 商品单位	商品单位	商品单位列表	R	菜单权限	merchantStoreProductUnitLst
商户后台	商品 / 商品单位	商品单位	商品单位添加	C	菜单权限	merchantStoreProductUnitCreate
商户后台	商品 / 商品单位	商品单位	商品单位编辑	U	菜单权限	merchantStoreProductUnitUpdate
商户后台	商品 / 商品单位	商品单位	商品单位删除	D	菜单权限	merchantStoreProductUnitDelete
商户后台	商品 / 商品参数	商品参数	列表	R	菜单权限	merchantStoreParameterTemplateLst
商户后台	商品 / 商品参数	商品参数	详情	R	菜单权限	merchantStoreParameterTemplateDetail
商户后台	商品 / 商品参数	商品参数	删除	D	菜单权限	merchantStoreParameterTemplateDelete
商户后台	商品 / 商品参数	商品参数	添加	C	菜单权限	merchantStoreParameterTemplateCreate
商户后台	商品 / 商品参数	商品参数	编辑	U	菜单权限	merchantStoreParameterTemplateUpdate
商户后台	商品 / 商品参数	商品参数	删除属性	D	菜单权限	merchantStoreParameterTemplateDeleteValue
商户后台	商品 / 商品标签	商品标签	列表	R	菜单权限	merchantStoreProductLabelLst
商户后台	商品 / 商品标签	商品标签	添加	C	菜单权限	merchantStoreProductLabelCreate
商户后台	商品 / 商品标签	商品标签	编辑	U	菜单权限	merchantStoreProductLabelUpdate
商户后台	商品 / 商品标签	商品标签	详情	R	菜单权限	merchantStoreProductLabelDetail
商户后台	商品 / 商品标签	商品标签	删除	D	菜单权限	merchantStoreProductLabelDelete
商户后台	商品 / 商品标签	商品标签	修改状态	U	菜单权限	merchantStoreProductLabelStatus
商户后台	商品 / 商品规格	商品规格	列表	R	菜单权限	merchantStoreAttrTemplateLst
商户后台	商品 / 商品规格	商品规格	添加 	C	菜单权限	merchantStoreAttrTemplateCreate
商户后台	商品 / 商品规格	商品规格	删除	D	菜单权限	merchantStoreAttrTemplateDelete
商户后台	商品 / 商品规格	商品规格	文件类型	U	菜单权限	merchantStoreAttrTemplateUpdate
商户后台	商品 / 服务模板	服务模板	列表	R	菜单权限	merchantGuaranteeLst
商户后台	商品 / 服务模板	服务模板	添加	C	菜单权限	smerchantGuaranteeCreate
商户后台	商品 / 服务模板	服务模板	编辑	U	菜单权限	merchantGuaranteeUpdate
商户后台	商品 / 服务模板	服务模板	详情	R	菜单权限	merchantGuaranteeDetail
商户后台	商品 / 服务模板	服务模板	删除	D	菜单权限	merchantGuaranteeDelete
商户后台	商品 / 服务模板	服务模板	排序	U	菜单权限	merchantGuaranteeSort
商户后台	商品 / 服务模板	服务模板	修改状态	U	菜单权限	merchantGuaranteeStatus
商户后台	用户	用户	优惠券可用商品	R	路由	merchantCouponProduct
商户后台	用户	用户	订单列表	R	路由	merchantUserOrder
商户后台	用户	用户	优惠券	R	路由	merchantUserCoupon
商户后台	用户	用户	列表	R	路由	merchantLabelRuleLst
商户后台	用户	用户	添加	C	路由	merchantLabelRuleCreate
商户后台	用户	用户	编辑	U	路由	merchantLabelRuleUpdate
商户后台	用户 / 搜索记录	搜索记录	搜索记录	R	菜单权限	merchantUserSearchLog
商户后台	用户 / 标签管理	标签管理	(页面入口)	R	待补	
商户后台	用户 / 标签管理 / 手动标签	手动标签	列表	R	菜单权限	merchantUserLabelLst
商户后台	用户 / 标签管理 / 手动标签	手动标签	添加	C	菜单权限	merchantUserLabelCreate
商户后台	用户 / 标签管理 / 手动标签	手动标签	删除	D	菜单权限	merchantUserLabelDelete
商户后台	用户 / 标签管理 / 手动标签	手动标签	编辑	U	菜单权限	merchantUserLabelUpdate
商户后台	用户 / 标签管理 / 自动标签	自动标签	列表	R	菜单权限	merchantLabelRuleLst
商户后台	用户 / 标签管理 / 自动标签	自动标签	添加	C	菜单权限	merchantLabelRuleCreate
商户后台	用户 / 标签管理 / 自动标签	自动标签	编辑	U	菜单权限	merchantLabelRuleUpdate
商户后台	用户 / 标签管理 / 自动标签	自动标签	删除	D	菜单权限	merchantLabelRuleDelete
商户后台	用户 / 标签管理 / 自动标签	自动标签	自动同步	U	菜单权限	merchantLabelRuleSync
商户后台	用户 / 用户管理	用户管理	优惠券可用商品	O	菜单权限	merchantCouponProduct
商户后台	用户 / 用户管理	用户管理	发送优惠券	C	菜单权限	merchantCouponSendCoupon
商户后台	用户 / 用户管理	用户管理	列表	R	菜单权限	merchantUserLst
商户后台	用户 / 用户管理	用户管理	修改标签	U	菜单权限	merchantUserChangeLabel
商户后台	用户 / 用户管理	用户管理	订单列表	R	菜单权限	merchantUserOrder
商户后台	用户 / 用户管理	用户管理	优惠券	O	菜单权限	merchantUserCoupon
商户后台	营销	营销	发送优惠券记录	CR	路由	merchantCouponSendLst
商户后台	营销	营销	添加表单	C	路由	merchantCouponCreateForm
商户后台	营销	营销	复制表单	C	路由	merchantCouponIssueCloneForm
商户后台	营销	营销	添加	C	路由	merchantCouponCreate
商户后台	营销 / 专场列表	专场列表	数据详情	R	菜单权限	merchantGroupDetail
商户后台	营销 / 专场列表	专场列表	数据列表	R	菜单权限	merchantGroupDataLst
商户后台	营销 / 专场列表	专场列表	数据添加	C	菜单权限	merchantGroupDataCreate
商户后台	营销 / 专场列表	专场列表	数据编辑	U	菜单权限	merchantGroupDataUpdate
商户后台	营销 / 专场列表	专场列表	数据删除	D	菜单权限	merchantGroupDataDelete
商户后台	营销 / 专场列表	专场列表	数据修改状态	U	菜单权限	merchantGroupDataChangeStatus
商户后台	营销 / 专场列表	专场列表	上传图片	C	菜单权限	uploadImage
商户后台	营销 / 专场列表	专场列表	图片列表	R	菜单权限	systemAttachmentLst
商户后台	营销 / 优惠券	优惠券	发送优惠券记录	CR	路由	merchantCouponSendLst
商户后台	营销 / 优惠券	优惠券	添加表单	C	路由	merchantCouponCreateForm
商户后台	营销 / 优惠券	优惠券	复制表单	C	路由	merchantCouponIssueCloneForm
商户后台	营销 / 优惠券	优惠券	添加	C	路由	merchantCouponCreate
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	添加	C	菜单权限	merchantCouponCreate
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	修改状态	U	菜单权限	merchantCouponIssueChangeStatus
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	列表	R	菜单权限	merchantCouponLst
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	删除	D	菜单权限	merchantCouponDelete
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	详情	R	菜单权限	merchantCouponDetail
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	编辑	U	菜单权限	systemCouponUpdate
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 优惠券 / 优惠券列表	优惠券列表	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 优惠券 / 发送记录	发送记录	发送优惠券记录	CR	菜单权限	merchantCouponSendLst
商户后台	营销 / 优惠券 / 领取记录	领取记录	使用记录	R	菜单权限	merchantCouponIssue
商户后台	营销 / 优惠套餐	优惠套餐	添加	C	菜单权限	merchantStoreDiscountsCreate
商户后台	营销 / 优惠套餐	优惠套餐	编辑	U	菜单权限	merchantStoreDiscountsUpdate
商户后台	营销 / 优惠套餐	优惠套餐	列表	R	菜单权限	merchantStoreDiscountsLst
商户后台	营销 / 优惠套餐	优惠套餐	详情	R	菜单权限	merchantStoreDiscountsDetail
商户后台	营销 / 优惠套餐	优惠套餐	删除	D	菜单权限	merchantStoreDiscountsDelete
商户后台	营销 / 优惠套餐	优惠套餐	修改状态	U	菜单权限	merchantStoreDiscountsStatus
商户后台	营销 / 优惠套餐	优惠套餐	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 优惠套餐	优惠套餐	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 助力	助力	(页面入口)	R	待补	
商户后台	营销 / 助力 / 助力商品	助力商品	列表 	R	菜单权限	merchantStoreProductAssistLst
商户后台	营销 / 助力 / 助力商品	助力商品	添加	C	菜单权限	merchantStoreProductAssistCreate
商户后台	营销 / 助力 / 助力商品	助力商品	详情	R	菜单权限	merchantStoreProductAssistDetail
商户后台	营销 / 助力 / 助力商品	助力商品	编辑	U	菜单权限	merchantStoreProductAssistUpdate
商户后台	营销 / 助力 / 助力商品	助力商品	删除	D	菜单权限	merchantStoreProductAssistDelete
商户后台	营销 / 助力 / 助力商品	助力商品	修改状态	U	菜单权限	merchantStoreProductAssistStatus
商户后台	营销 / 助力 / 助力商品	助力商品	排序	U	菜单权限	merchantStoreProductAssistUpdateSort
商户后台	营销 / 助力 / 助力商品	助力商品	预览	R	菜单权限	merchantStoreProductAssistPreview
商户后台	营销 / 助力 / 助力商品	助力商品	设置标签	U	菜单权限	merchantStoreProductAssistLabels
商户后台	营销 / 助力 / 助力商品	助力商品	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 助力 / 助力商品	助力商品	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 助力 / 助力活动	助力活动	活动列表	R	菜单权限	merchantStoreProductAssistSetLst
商户后台	营销 / 助力 / 助力活动	助力活动	活动详情	R	菜单权限	merchantStoreProductAssistSetDetail
商户后台	营销 / 拼团	拼团	预览	C	路由	merchantStoreProductGroupPreview
商户后台	营销 / 拼团	拼团	设置标签	C	路由	merchantStoreProductGroupLabels
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	列表	R	菜单权限	merchantStoreProductGroupLst
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	添加	C	菜单权限	merchantStoreProductGroupCreate
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	详情	R	菜单权限	merchantStoreProductGroupDetail
